"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR9061346","WGS","PRJNA542960","https://www.ncbi.nlm.nih.gov/biosample/SAMN11649404","0.9","2017-06-01","0.12","China","[39.67972,117.2903]","freshwater metagenome"
"SRR16757946","WGS","PRJNA777380","https://www.ncbi.nlm.nih.gov/biosample/SAMN22852135","0.9","2020-05-20","0.12","China","""not collected""","soil metagenome"
"SRR3732367","WGS","PRJNA308761","https://www.ncbi.nlm.nih.gov/biosample/SAMN04412700","0.95","NP","0.37","uncalculated","""missing""","synthetic metagenome"
"ERR7017793","WGS","PRJEB21259","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10256222","0.99","NP","0.78","NP","NP","metagenome"
"ERR11172916","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821811","0.92","NP","0.17","NP","NP","unidentified"
"ERR11042256","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821143","0.92","NP","0.16","NP","NP","unidentified"
"SRR9897395","WGA","PRJNA551354","https://www.ncbi.nlm.nih.gov/biosample/SAMN12478583","0.9","2018-11-30","0.12","China","[39.9,116.3]","gut metagenome"
"ERR4678668","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426368","0.9","2019-01-14","0.11","Serbia","NP","wastewater metagenome"
"SRR21104550","WGS","PRJNA870099","https://www.ncbi.nlm.nih.gov/biosample/SAMN30349854","0.99","NP","0.77","USA","[32.71,-117.16]","synthetic metagenome"
"SRR5630637","WGS","PRJNA327803","https://www.ncbi.nlm.nih.gov/biosample/SAMN05361757","0.91","2015-11-01","0.13","Hong Kong","[22.15,114.15]","wastewater metagenome"
"SRR8289131","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.92","NP","0.17","USA","NP","blood metagenome"
"SRR4425704","OTHER","PRJNA339554","https://www.ncbi.nlm.nih.gov/biosample/SAMN05597116","0.91","NP","0.15","USA","""not collected""","feces metagenome"
"ERR10687428","WGS","PRJEB58441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA112254144","0.9","NP","0.1","Tanzania","NP","feces metagenome"
"SRR23468756","WGS","PRJNA935104","https://www.ncbi.nlm.nih.gov/biosample/SAMN33297866","0.91","2022-07-12","0.14","China","NP","Pseudomonas fragi"
"ERR11042091","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821011","0.91","NP","0.13","NP","NP","unidentified"
"ERR3211723","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414368","0.92","2016-10-03","0.16","Denmark","NP","wastewater metagenome"
"SRR11351745","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384202","1","NP","0.98","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR4444753","WGS","PRJNA338184","https://www.ncbi.nlm.nih.gov/biosample/SAMN05545019","0.91","2014-06-05","0.14","USA","[39.28846263,-76.62594594]","human gut metagenome"
"SRR15166540","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20252972","0.99","NP","0.77","USA","""not applicable""","metagenome"
"ERR5982082","OTHER","PRJEB44737","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8683890","0.9","NP","0.11","Netherlands","NP","human gut metagenome"
"SRR24829641","WGS","PRJNA967723","https://www.ncbi.nlm.nih.gov/biosample/SAMN34719148","0.9","2019-12-01","0.12","USA","[30.2672,-97.7431]","human metagenome"
"ERR11010922","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820459","0.9","NP","0.11","NP","NP","unidentified"
"ERR3079347","WGS","PRJEB30892","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5230227","1","NP","0.98","Denmark","NP","synthetic metagenome"
"SRR11608765","WGS","PRJNA1007388","https://www.ncbi.nlm.nih.gov/biosample/SAMN14515711","0.9","2018-08-08","0.11","USA","[41.3776,-82.5117]","wetland metagenome"
"SRR21104558","WGS","PRJNA870099","https://www.ncbi.nlm.nih.gov/biosample/SAMN30349847","0.99","NP","0.77","USA","[32.71,-117.16]","synthetic metagenome"
"SRR11412953","WGS","PRJNA613947","https://www.ncbi.nlm.nih.gov/biosample/SAMN14445659","0.9","NP","0.11","China","[31.8,121.66]","gut metagenome"
"ERR1193331","WGS","PRJEB12083","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3712872","0.92","NP","0.16","NP","NP","metagenome"
"SRR12829166","WGS","PRJNA669653","https://www.ncbi.nlm.nih.gov/biosample/SAMN16441683","0.97","2017-07-01","0.48","Switzerland","[46.99,6.9293]","synthetic metagenome"
"SRR12829162","WGS","PRJNA669653","https://www.ncbi.nlm.nih.gov/biosample/SAMN16441686","0.99","2017-07-01","0.79","Switzerland","[46.99,6.9293]","synthetic metagenome"
"SRR12180966","WGS","PRJNA645015","https://www.ncbi.nlm.nih.gov/biosample/SAMN15488346","0.9","NP","0.12","China","[43.31,126.48]","insect gut metagenome"
"SRR15520822","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850431","0.9","2018-02-16","0.12","USA","[39.2904,-76.6122]","metagenome"
"SRR24079963","WGS","PRJNA952520","https://www.ncbi.nlm.nih.gov/biosample/SAMN34080658","0.99","2017-08-01","0.81","Mexico","[19.2452,-103.7241]","metagenome"
"SRR5683559","WGS","PRJNA375676","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343746","0.9","NP","0.12","USA","[34.0722,-118.4441]","root metagenome"
"ERR11042252","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820906","0.91","NP","0.14","NP","NP","unidentified"
"ERR11010850","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820486","0.91","NP","0.14","NP","NP","unidentified"
"ERR3427619","WGS","PRJEB33440","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5766982","0.9","NP","0.11","NP","NP","Cucumis sativus"
"SRR6472920","WGS","PRJNA427478","https://www.ncbi.nlm.nih.gov/biosample/SAMN08364416","0.92","2016-09-25","0.17","China","""not collected""","gut metagenome"
"ERR7017802","WGS","PRJEB21259","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10256229","0.97","NP","0.53","NP","NP","metagenome"
"ERR11172924","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821820","0.92","NP","0.17","NP","NP","unidentified"
"ERR2683247","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777504","0.9","2017-06-09","0.11","United Kingdom","NP","wastewater metagenome"
"SRR25131771","WGA","PRJNA989503","https://www.ncbi.nlm.nih.gov/biosample/SAMN35882497","0.9","2022-11-01","0.1","China","""35 N 105 E""","hospital metagenome"
"SRR8428063","WGS","PRJNA510445","https://www.ncbi.nlm.nih.gov/biosample/SAMN10722607","0.9","NP","0.1","NP","NP","human gut metagenome"
"ERR8529517","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936925","0.99","NP","0.77","USA","NP","synthetic metagenome"
"SRR20814905","WGS","PRJNA862908","https://www.ncbi.nlm.nih.gov/biosample/SAMN29999529","0.93","NP","0.2","USA","[44.3148,-85.6024]","human gut metagenome"
"SRR13855169","WGS","PRJNA650228","https://www.ncbi.nlm.nih.gov/biosample/SAMN18090719","1","NP","0.98","uncalculated","""missing""","synthetic metagenome"
"SRR21374476","WGS","PRJNA875025","https://www.ncbi.nlm.nih.gov/biosample/SAMN30613637","0.91","2020-09-06","0.13","USA","""40 N 105.3 W""","wastewater metagenome"
"ERR8609932","OTHER","PRJEB49334","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13000127","0.95","NP","0.36","NP","NP","metagenome"
"SRR17230186","WGS","PRJNA786578","https://www.ncbi.nlm.nih.gov/biosample/SAMN23704906","0.92","NP","0.19","Canada","[49.89,-97.13]","human gut metagenome"
"ERR1971006","WGS","PRJEB14847","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104057381","1","NP","1","NP","NP","gut metagenome"
"SRR11665920","WGS","PRJNA629859","https://www.ncbi.nlm.nih.gov/biosample/SAMN14792898","0.99","2018-09-20","0.8","China","[30.29,120.08]","Leptopilina boulardi"
"ERR11042453","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820921","0.92","NP","0.17","NP","NP","unidentified"
"SRR14297780","OTHER","PRJNA723368","https://www.ncbi.nlm.nih.gov/biosample/SAMN18814942","0.91","2020-10-30","0.14","uncalculated","""missing""","wastewater metagenome"
"SRR20950797","WGS","PRJNA841806","https://www.ncbi.nlm.nih.gov/biosample/SAMN28667191","0.9","NP","0.11","China","""not collected""","metagenome"
"SRR2199632","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02333981","0.93","NP","0.22","NP","NP","gut metagenome"
"ERR2906228","WGS","PRJEB29504","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5065621","0.99","NP","0.86","NP","NP","metagenome"
"ERR2868098","WGS","PRJEB29454","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5065511","0.99","NP","0.9","NP","NP","metagenome"
"ERR2179512","WGS","PRJEB22775","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104349898","0.9","2015-09-20","0.11","China","NP","metagenome"
"ERR11172748","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821162","0.91","NP","0.15","NP","NP","unidentified"
"ERR11172721","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821576","0.91","NP","0.14","NP","NP","unidentified"
"ERR5004901","WGS","PRJEB42019","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7723520","0.93","NP","0.2","USA","NP","gut metagenome"
"ERR3153727","WGS","PRJEB30611","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5335501","0.9","NP","0.1","China","NP","human gut metagenome"
"ERR1224351","WGS","PRJEB12466","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3731130","0.93","NP","0.24","Thailand","NP","unidentified"
"ERR2241915","WGS","PRJEB22062","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104467418","0.91","NP","0.14","Denmark","NP","metagenome"
"SRR21554154","WGS","PRJNA862690","https://www.ncbi.nlm.nih.gov/biosample/SAMN29993950","0.9","2022-02-01","0.12","China","""not collected""","wastewater metagenome"
"ERR10789810","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417423","0.91","NP","0.13","NP","NP","unidentified"
"SRR1754161","WGS","PRJNA260637","https://www.ncbi.nlm.nih.gov/biosample/SAMN03282606","0.99","NP","0.81","USA","""38 N 77 W""","plant metagenome"
"SRR14117244","WGS","PRJNA695070","https://www.ncbi.nlm.nih.gov/biosample/SAMN17717721","0.9","NP","0.1","China","""not collected""","human metagenome"
"ERR1713407","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527675","0.91","2016-01-27","0.15","Viet Nam","NP","wastewater metagenome"
"ERR11172717","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821570","0.92","NP","0.16","NP","NP","unidentified"
"ERR10789830","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417443","0.91","NP","0.14","NP","NP","unidentified"
"SRR5371459","WGS","PRJNA356291","https://www.ncbi.nlm.nih.gov/biosample/SAMN06117815","0.96","2014-06-01","0.44","USA","[40.52,-98.05]","bovine gut metagenome"
"ERR3562960","WGS","PRJEB34633","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5982233","0.9","2016-11-13","0.12","Denmark","NP","wastewater metagenome"
"SRR12919256","WGS","PRJNA671745","https://www.ncbi.nlm.nih.gov/biosample/SAMN16550560","0.9","2019-07-11","0.12","China","[32.994214,118.673861]","invertebrate gut metagenome"
"SRR17676808","OTHER","PRJNA798578","https://www.ncbi.nlm.nih.gov/biosample/SAMN25085404","0.91","2019-04-30","0.14","uncalculated","""missing""","landfill metagenome"
"SRR1185960","WGS","PRJNA239941","https://www.ncbi.nlm.nih.gov/biosample/SAMN02671747","0.91","2012-10-15","0.13","China","""missing""","soil metagenome"
"ERR2345104","WGS","PRJEB25171","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104641231","0.99","2015-03-11","0.82","Brazil","NP","metagenome"
"SRR17233276","WGS","PRJNA786578","https://www.ncbi.nlm.nih.gov/biosample/SAMN23704975","0.98","NP","0.69","Canada","[49.89,-97.13]","human gut metagenome"
"ERR2607499","WGS","PRJEB27054","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4700820","0.91","2016-01-02","0.15","Malta","NP","wastewater metagenome"
"ERR11172884","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821722","0.91","NP","0.14","NP","NP","unidentified"
"ERR11172785","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821203","0.91","NP","0.15","NP","NP","unidentified"
"ERR4682883","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428525","0.91","2018-09-12","0.15","USA","NP","wastewater metagenome"
"SRR21374553","WGS","PRJNA875025","https://www.ncbi.nlm.nih.gov/biosample/SAMN30613529","0.9","2020-09-05","0.11","USA","""40 N 105.3 W""","wastewater metagenome"
"ERR10432701","WGS","PRJEB55711","https://www.ncbi.nlm.nih.gov/biosample/SAMEA111520311","0.94","NP","0.25","China","NP","human gut metagenome"
"ERR3726318","WGS","PRJEB23147","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5039778","0.94","NP","0.26","NP","NP","gut metagenome"
"SRR14318306","OTHER","PRJNA706553","https://www.ncbi.nlm.nih.gov/biosample/SAMN18137953","0.91","2019-12-22","0.13","uncalculated","""Missing""","feces metagenome"
"SRR24480609","WGS","PRJNA970731","https://www.ncbi.nlm.nih.gov/biosample/SAMN35008365","1","2022-10-01","1","USA","[39.13940133,-77.21797101]","gut metagenome"
"SRR7658661","WGS","PRJNA485056","https://www.ncbi.nlm.nih.gov/biosample/SAMN09781771","0.91","NP","0.15","Madagascar","""not applicable""","gut metagenome"
"ERR11010941","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820953","0.91","NP","0.15","NP","NP","unidentified"
"SRR17345091","WGS","PRJNA792726","https://www.ncbi.nlm.nih.gov/biosample/SAMN24451557","0.9","NP","0.1","China","NP","Severe acute respiratory syndrome coronavirus 2"
"SRR10571245","WGA","PRJNA418866","https://www.ncbi.nlm.nih.gov/biosample/SAMN13393081","0.93","2018-09-15","0.24","China","[39.90611,116.5347]","freshwater metagenome"
"ERR11042061","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821006","0.92","NP","0.15","NP","NP","unidentified"
"ERR8577544","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12935313","0.98","NP","0.65","USA","NP","synthetic metagenome"
"SRR24987923","WGS","PRJNA983760","https://www.ncbi.nlm.nih.gov/biosample/SAMN35825019","0.9","NP","0.1","Hong Kong","""not collected""","human gut metagenome"
"ERR2676742","OTHER","PRJEB27494","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4771315","1","NP","0.98","NP","NP","food contamination metagenome"
"SRR2082425","WGS","PRJNA288044","https://www.ncbi.nlm.nih.gov/biosample/SAMN03793079","0.99","NP","0.85","Canada","[53.52071,-113.524239]","mixed culture metagenome"
"ERR3211527","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414172","1","2016-08-15","0.98","Denmark","NP","wastewater metagenome"
"SRR24955653","WGS","PRJNA984925","https://www.ncbi.nlm.nih.gov/biosample/SAMN35784068","0.99","NP","0.76","USA","""not applicable""","bovine metagenome"
"SRR17289486","WGS","PRJNA786578","https://www.ncbi.nlm.nih.gov/biosample/SAMN23705084","0.99","NP","0.74","Canada","[49.89,-97.13]","human gut metagenome"
"ERR11172766","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821183","0.91","NP","0.13","NP","NP","unidentified"
"ERR10789506","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417509","0.91","NP","0.15","NP","NP","unidentified"
"ERR3363697","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700181","0.98","2017-10-01","0.66","United Kingdom","NP","human metagenome"
"ERR2683235","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777492","0.91","2017-06-13","0.14","Czech Republic","NP","wastewater metagenome"
"ERR4682787","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428429","0.9","2018-05-31","0.12","Malaysia","NP","wastewater metagenome"
"ERR7764189","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476531","0.9","2020-06-20","0.12","Saudi Arabia","NP","wastewater metagenome"
"SRR23984118","OTHER","PRJNA943135","https://www.ncbi.nlm.nih.gov/biosample/SAMN33941265","0.9","2020-12-16","0.1","Poland","""52.14 N 21 E""","human gut metagenome"
"SRR10692701","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246624","0.9","2018-03-24","0.11","China","[25.02,102.41]","human gut metagenome"
"ERR3211796","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414441","0.98","2016-09-12","0.6","Denmark","NP","pig gut metagenome"
"SRR19443882","WGS","PRJNA841427","https://www.ncbi.nlm.nih.gov/biosample/SAMN28593736","0.99","NP","0.77","Taiwan","[23.58,120.58]","synthetic metagenome"
"ERR11010909","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820448","0.9","NP","0.11","NP","NP","unidentified"
"SRR10692444","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246207","0.9","2017-01-31","0.1","China","[25.02,102.41]","human gut metagenome"
"ERR7757502","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476498","0.91","2020-05-03","0.15","Saudi Arabia","NP","wastewater metagenome"
"ERR11042219","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821786","0.92","NP","0.16","NP","NP","unidentified"
"SRR9264585","WGS","PRJNA543967","https://www.ncbi.nlm.nih.gov/biosample/SAMN12011468","0.98","NP","0.65","China","""missing""","human gut metagenome"
"SRR9590232","RNA-Seq","PRJNA546064","https://www.ncbi.nlm.nih.gov/biosample/SAMN11950947","0.9","2019-06-01","0.1","China","[29.56,117.42]","sludge metagenome"
"ERR10789505","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417510","0.91","NP","0.13","NP","NP","unidentified"
"SRR22752011","WGS","PRJNA904380","https://www.ncbi.nlm.nih.gov/biosample/SAMN32251625","0.92","2019-11-20","0.17","New Zealand","[-43.52,172.7]","wastewater metagenome"
"SRR22464940","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926780","1","2019-06-01","0.98","USA","[30.36,-96.23]","chicken gut metagenome"
"SRR12159436","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422945","0.9","NP","0.12","China","[31.23,121.47]","human gut metagenome"
"SRR14295848","WGS","PRJNA716697","https://www.ncbi.nlm.nih.gov/biosample/SAMN18591658","0.9","2018-05-30","0.1","USA","""not collected""","plant metagenome"
"ERR2597506","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4689020","0.93","2015-07-27","0.21","Denmark","NP","gut metagenome"
"ERR2597425","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688939","0.93","2016-01-15","0.23","Denmark","NP","gut metagenome"
"ERR10789603","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417195","0.9","NP","0.11","NP","NP","unidentified"
"ERR2683158","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777415","0.92","2017-07-29","0.16","United Kingdom","NP","wastewater metagenome"
"SRR17790922","WGS","PRJNA801051","https://www.ncbi.nlm.nih.gov/biosample/SAMN25290216","0.91","NP","0.15","China","""not collected""","human gut metagenome"
"SRR22052253","OTHER","PRJNA892945","https://www.ncbi.nlm.nih.gov/biosample/SAMN31403298","0.9","2021-03-01","0.12","China","[26.08,119.28]","food fermentation metagenome"
"ERR11042392","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820525","0.91","NP","0.13","NP","NP","unidentified"
"SRR21920382","OTHER","PRJNA841786","https://www.ncbi.nlm.nih.gov/biosample/SAMN31302928","0.92","2021-10-01","0.16","Hong Kong","[22.3,114.17]","metagenome"
"SRR7990725","WGS","PRJNA466309","https://www.ncbi.nlm.nih.gov/biosample/SAMN09202043","0.9","2017-01-30","0.11","USA","[43.0758,-89.4125]","ant metagenome"
"ERR11172928","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821824","0.92","NP","0.19","NP","NP","unidentified"
"ERR11172886","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821726","0.9","NP","0.11","NP","NP","unidentified"
"ERR11010943","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820956","0.92","NP","0.16","NP","NP","unidentified"
"ERR10789820","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417433","0.91","NP","0.13","NP","NP","unidentified"
"SRR18272899","WGS","PRJNA812695","https://www.ncbi.nlm.nih.gov/biosample/SAMN26423228","0.9","NP","0.11","uncalculated","""missing""","human metagenome"
"SRR13318514","WGS","PRJNA688164","https://www.ncbi.nlm.nih.gov/biosample/SAMN17170063","0.9","2013-11-16","0.12","Poland","""not collected""","human gut metagenome"
